Sample,total_reads,mapped_reads,percentage_aligned,10_x_pc,median_coverage,mean_coverage,median_insert_size,P25_Ins_size,avg_gc,Uncapped_Reads,Sub_Map_Pct_Aligned,Pct_Q30,sequenced_pool_component_id,search_id,coverage_gte_10_reads,fraction_acgt_bases,num_inserts_in_consensus,num_deletions_in_consensus,consensus_seq_name,assembly_method,timestamp,se_or_pe,seq_run,consensus_s3,trimmed_bam_s3,variants_s3,trimmed_bam_read_count,pi_metric,n_metric,bam_name,bjorn_coverage,bjorn_avg_depth,bjorn_min_coverage,bjorn_max_coverage,bjorn_num_w_zero_coverage,sample_collection_datetime,viral_load,collection_date,location
12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001,662949.0,662949.0,100.0,96.9233856134836,1006.0,3058.0858,193.0,144.0,43.85700893830391,91043098.0,0.728,99.985,12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001,12_02_24_PLNOV27_R1,0.9363085511982572,0.9363085511982572,16.0,49.0,Consensus_12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-12_02-43-41,pe,241205_SG_WW_4,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.variants.tsv,643087.0,0.00259415,111.0,,,,,,,,,2024-11-27,Point Loma
12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001,492985.0,492985.0,100.0,88.03798949938134,687.0,2279.678,150.0,143.0,43.88177318259037,53282942.0,0.925,99.986,12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001,12_02_24_ENCNOV27_R1,0.8407203159041394,0.8407203159041394,2.0,35.0,Consensus_12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-12_02-43-41,pe,241205_SG_WW_4,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.variants.tsv,479992.0,0.00228334,75.0,,,,,,,,,2024-11-27,Encina
12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001,662949.0,662949.0,100.0,96.9233856134836,1006.0,3058.0858,193.0,144.0,43.85700893830391,91043098.0,0.728,99.985,12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001,12_02_24_PLNOV27_R1,0.9363085511982572,0.9363085511982572,16.0,49.0,Consensus_12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-12_02-43-41,pe,241205_SG_WW_4,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.variants.tsv,643087.0,0.00259415,111.0,12_02_24_PLNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam,93.4884,2221.18,0.0,40690.0,622.0,,,2024-11-27,Point Loma
12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001,492985.0,492985.0,100.0,88.03798949938134,687.0,2279.678,150.0,143.0,43.88177318259037,53282942.0,0.925,99.986,12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001,12_02_24_ENCNOV27_R1,0.8407203159041394,0.8407203159041394,2.0,35.0,Consensus_12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-12_02-43-41,pe,241205_SG_WW_4,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.variants.tsv,479992.0,0.00228334,75.0,12_02_24_ENCNOV27_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam,83.9981,1645.78,0.0,44823.0,3027.0,,,2024-11-27,Encina
12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001,1991044.0,1991044.0,100.0,98.79945156004416,3818.0,9262.5358,150.0,143.0,43.438802960188696,72906982.0,2.731,99.985,12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001,12_02_24_ENCNOV28_R1,0.978928376906318,0.978928376906318,11.0,44.0,Consensus_12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-12_02-43-41,pe,241205_SG_WW_4,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.variants.tsv,1950461.0,0.00213557,64.0,12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam,97.7558,6621.34,0.0,128418.0,132.0,,,2024-11-28,Encina
12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001,1136019.0,1136019.0,100.0,97.01367755743571,1639.0,5182.9328,174.0,147.0,44.24000463777077,75748282.0,1.499,99.984,12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001,12_02_24_SBNOV28_R2,0.9537131577156082,0.9537131577156082,16.0,43.0,Consensus_12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-12_02-43-41,pe,241205_SG_WW_4,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001/12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001/12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001/12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.variants.tsv,1096578.0,0.00187245,50.0,12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam,95.2498,3823.14,0.0,112703.0,412.0,,,2024-11-28,South Bay
12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001,1136019.0,1136019.0,100.0,97.01367755743571,1639.0,5182.9328,174.0,147.0,44.24000463777077,75748282.0,1.499,99.984,12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001,12_02_24_SBNOV28_R2,0.9537131577156082,0.9537131577156082,16.0,43.0,Consensus_12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-12_02-43-41,pe,241205_SG_WW_4,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001/12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001/12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001/12_02_24_SBNOV28_R2__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.variants.tsv,1096578.0,0.00187245,50.0,,,,,,,,,2024-11-28,South Bay
12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001,1991044.0,1991044.0,100.0,98.79945156004416,3818.0,9262.5358,150.0,143.0,43.438802960188696,72906982.0,2.731,99.985,12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001,12_02_24_ENCNOV28_R1,0.978928376906318,0.978928376906318,11.0,44.0,Consensus_12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-12_02-43-41,pe,241205_SG_WW_4,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.bam,s3://ucsd-all/241205_SG_WW_4/241205_SG_WW_4_results/2024-12-12_02-43-41_pe/241205_SG_WW_4_samples/12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001/12_02_24_ENCNOV28_R1__E0000000__X00__241205_SG_WW_4__001.trimmed.sorted.pileup.variants.tsv,1950461.0,0.00213557,64.0,,,,,,,,,2024-11-28,Encina
12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001,135878.0,135878.0,100.0,87.0013042169682,195.0,598.405,148.0,140.0,43.56663163135476,76390104.0,0.178,99.989,12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001,12_09_24_PLDEC01_R1,0.8028941096356826,0.8028941096356826,3.0,42.0,Consensus_12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-16_07-20-08,pe,241212_SG_WW,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.variants.tsv,125772.0,0.00270237,99.0,12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,80.1999,408.062,0.0,6256.0,3291.0,,,2024-12-01,Point Loma
12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001,135878.0,135878.0,100.0,87.0013042169682,195.0,598.405,148.0,140.0,43.56663163135476,76390104.0,0.178,99.989,12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001,12_09_24_PLDEC01_R1,0.8028941096356826,0.8028941096356826,3.0,42.0,Consensus_12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-16_07-20-08,pe,241212_SG_WW,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC01_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.variants.tsv,125772.0,0.00270237,99.0,,,,,,,,,2024-12-01,Point Loma
12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001,131943.0,131943.0,100.0,91.41557703240476,256.0,592.0444,147.0,140.0,43.45763753141579,28670012.0,0.46,99.989,12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001,12_09_24_ENCDEC02_R1,0.8573130467340617,0.8568705537969298,1.0,31.0,Consensus_12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-16_07-20-08,pe,241212_SG_WW,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001/12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001/12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001/12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.variants.tsv,125205.0,0.00253256,85.0,12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,85.6098,402.379,0.0,5762.0,1755.0,,,2024-12-02,Encina
12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001,242699.0,242699.0,100.0,91.77005651606862,350.0,1086.1628,148.0,140.0,43.25277650298302,76197766.0,0.319,99.988,12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001,12_09_24_PLDEC02_R2,0.8655705337690632,0.8655705337690632,1.0,34.0,Consensus_12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-16_07-20-08,pe,241212_SG_WW,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.variants.tsv,228560.0,0.00254447,85.0,12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,86.4633,741.123,0.0,13559.0,1124.0,,,2024-12-02,Point Loma
12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001,242699.0,242699.0,100.0,91.77005651606862,350.0,1086.1628,148.0,140.0,43.25277650298302,76197766.0,0.319,99.988,12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001,12_09_24_PLDEC02_R2,0.8655705337690632,0.8655705337690632,1.0,34.0,Consensus_12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-16_07-20-08,pe,241212_SG_WW,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC02_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.variants.tsv,228560.0,0.00254447,85.0,,,,,,,,,2024-12-02,Point Loma
12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001,131943.0,131943.0,100.0,91.41557703240476,256.0,592.0444,147.0,140.0,43.45763753141579,28670012.0,0.46,99.989,12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001,12_09_24_ENCDEC02_R1,0.8573130467340617,0.8568705537969298,1.0,31.0,Consensus_12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-16_07-20-08,pe,241212_SG_WW,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001/12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001/12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001/12_09_24_ENCDEC02_R1__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.variants.tsv,125205.0,0.00253256,85.0,,,,,,,,,2024-12-02,Encina
12_09_24_ENCDEC03_R2__E0000000__X00__241212_SG_WW__001,233127.0,233127.0,100.0,91.68645286426111,399.0,1043.4735,148.0,140.0,43.86128991141418,46023818.0,0.507,99.989,12_09_24_ENCDEC03_R2__E0000000__X00__241212_SG_WW__001,12_09_24_ENCDEC03_R2,0.8507096905953232,0.8506756526770822,1.0,31.0,Consensus_12_09_24_ENCDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-16_07-20-08,pe,241212_SG_WW,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_ENCDEC03_R2__E0000000__X00__241212_SG_WW__001/12_09_24_ENCDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_ENCDEC03_R2__E0000000__X00__241212_SG_WW__001/12_09_24_ENCDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_ENCDEC03_R2__E0000000__X00__241212_SG_WW__001/12_09_24_ENCDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.variants.tsv,220174.0,0.00247602,86.0,,,,,,,,,2024-12-03,Encina
12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001,414115.0,414115.0,100.0,94.5523860482226,670.0,1867.2177,149.0,140.0,43.90632911392406,66367478.0,0.624,99.988,12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001,12_09_24_PLDEC03_R2,0.8997821350762527,0.8997821350762527,1.0,34.0,Consensus_12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-16_07-20-08,pe,241212_SG_WW,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.variants.tsv,394484.0,0.00278447,114.0,12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,89.8874,1273.1,0.0,19611.0,1222.0,,,2024-12-03,Point Loma
12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001,414115.0,414115.0,100.0,94.5523860482226,670.0,1867.2177,149.0,140.0,43.90632911392406,66367478.0,0.624,99.988,12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001,12_09_24_PLDEC03_R2,0.8997821350762527,0.8997821350762527,1.0,34.0,Consensus_12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus_threshold_0.5_quality_20,iVar version 1.3.1,2024-12-16_07-20-08,pe,241212_SG_WW,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.consensus.fa,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.bam,s3://ucsd-all/241212_SG_WW/241212_SG_WW_results/2024-12-16_07-20-08_pe/241212_SG_WW_samples/12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001/12_09_24_PLDEC03_R2__E0000000__X00__241212_SG_WW__001.trimmed.sorted.pileup.variants.tsv,394484.0,0.00278447,114.0,,,,,,,,,2024-12-03,Point Loma
